"mu_alpha" "mu_beta" "mu_delta" "sigma_alpha" "sigma_beta" "sigma_delta" "sigma_epsilon"
0.631115950333445 7.25192721171986 1.50424292228637 0.530484290049548 1.05567735770553 0.806816450244201 0.150107527820793
0.321507558503574 8.35809700747617 1.57427823983043 0.453760486169467 0.949624746382151 0.302383368975761 0.224376717457977
0.667725962303286 8.37999707203242 2.17764941178737 0.496027022078125 0.753735936110535 0.307591203224916 0.221127016362371
0.623261769323791 7.15129386441149 1.73535563717175 0.506634729452754 2.17945121192164 0.561136081902714 0.107921775839365
0.347949685508763 6.10985269201086 3.73418359486826 0.299717112546748 2.65410602296466 0.213476978879801 0.191935262474234
0.444191468114487 6.39866495699983 2.1192754401807 0.372767704472089 2.14568341707182 0.311962731857495 0.138475354077862
0.656645035986543 8.10978136952444 3.06091800762398 0.592388546372147 4.08655467207756 0.347904828237434 0.15801871054869
0.493308876528239 10.5525029308302 1.38985864761442 0.395546753775214 1.4386055311584 0.829271254720988 0.162241439257047
0.57208520696304 7.68195668896758 1.70347494656247 0.324972915983241 0.948181323100781 0.354313407688892 0.165788391352445
0.545463098245236 8.1355950661849 1.72653996411278 0.262899526383166 1.25390899325276 0.799999294812578 0.150791949928114
0.421314825257998 8.78798350958247 2.12045020078774 0.336243381506709 1.10870608122838 0.784509914341201 0.153122951955005
0.663402369506895 7.90355645096294 1.30457807225123 0.736945966741171 1.45891284174389 0.192446459566462 0.175854911273527
0.698703154659164 7.84757290251178 2.24706152167105 0.69570806723917 1.48002179953568 0.28988751243061 0.161627749371891
0.449883265353191 10.3955412111238 2.7033401410211 0.530643375892267 1.94462413723595 0.751963660496844 0.169652234652068
0.427958171098325 9.44046086524759 2.35618772170246 0.461537807851238 1.59407500182141 0.744672772915933 0.157464732903653
0.705913730221629 7.43031727485413 2.77659712898912 0.285692187600883 2.95987674155909 0.601513410230617 0.17075419515758
0.206104654296254 7.20261042679097 2.77769501659831 0.263374574785578 1.22097915261865 0.596038638767333 0.197431629141505
0.685446636006229 7.93908602025054 2.8651953875561 1.34996781470749 1.3113455105722 0.262351035443248 0.183925866019745
0.244787488127233 7.78976364347905 2.05221373090391 0.990830685602789 1.47645914067139 0.330889752414265 0.179681291399965
0.853438991649882 7.95044178931059 1.44652609753205 0.417921955990216 0.987317900932162 0.969424857196614 0.239528573957498
0.558681564924696 7.63050802181706 3.68764371957298 0.534245574140386 0.733014479292643 0.675540530105682 0.197765186466318
0.530801419028563 7.95868939362123 4.25657737935275 0.418835326997797 2.7728317597093 1.07510640247628 0.174211326032499
0.513013110675107 8.20212694988555 2.25421166826564 0.501807570581846 2.28857103103625 1.39758589709514 0.156546467249096
0.429612295647651 9.02154343462371 3.53105624039085 1.10013001295058 3.43256440450592 0.871205312144576 0.156188088094727
0.684299509619613 7.84347583413713 2.64462907601272 1.50532022462609 2.66632209574407 0.431199224805824 0.179037607238488
0.527658911355346 8.04947735797196 2.99254999700767 0.203978754199578 1.71959387158631 0.37290344364858 0.148331364377214
0.538048487525827 8.52339704840733 2.23652524650456 0.466076994158146 2.05194164966735 0.346903693037793 0.188590276233931
0.489560415919711 9.1214478849839 2.38336798584344 0.495875727372346 2.22473261156579 0.344474576345488 0.187496990167109
0.550581658537834 8.35863850689715 2.19040037187622 0.64157111132191 2.37286759290815 0.481520895007501 0.185776970167132
0.406292745516594 7.23231960473222 2.61423495639042 0.259512985974423 1.51212370288003 0.623211549083043 0.132943999475675
0.442918520605981 6.33576173540507 1.94645117768687 0.36455214689309 2.04404487402592 0.531973753847659 0.164577139322678
0.320014984869366 6.8362246929522 7.53387018414759 0.263232960035389 2.31109694112723 1.40403201086722 0.194741480627873
0.43704988962718 8.14107156881485 4.00949489239927 0.370574464508493 1.03609935423474 1.57841927248342 0.180489986587742
0.793091830669003 8.39121385697287 2.80427483434464 2.24479359828984 0.394280356773402 0.450578203256479 0.194262401498755
0.678307185634753 8.7385492486727 1.13118853041617 0.182759094899355 0.394141101416872 0.425268565771702 0.184463390912128
0.461115901377009 8.97085064396171 1.64264306805317 0.407524143186837 0.29796253238581 0.574585635235245 0.177465032767545
0.499328360174519 8.52192781466851 3.23376100132501 0.412247868079355 0.336388901706046 0.690416579563959 0.218187131593696
0.599852230877591 9.59403340822643 1.70626710191836 0.236835546545831 0.330359079177111 0.278524244235141 0.198549485619669
0.562510642244006 7.71646435598592 1.59911371280116 0.408951688492875 0.403688759401669 0.708240824368606 0.224296295995754
