"mu_alpha" "mu_beta" "mu_delta" "sigma_alpha" "sigma_beta" "sigma_delta" "sigma_epsilon"
0.886319877380805 6.28860233572127 2.94154080228724 0.310173397833734 0.642138721813236 1.02800219714961 0.245352760320183
0.758074195079202 5.20690837185221 2.27632951549941 0.316756256192607 0.351221692750222 0.949896206674499 0.198741008258913
0.806613136271032 5.15126677297062 2.04144241675921 0.374073894400812 0.394837660153122 1.32273525483863 0.202671329041918
0.656504943851639 5.6975865942132 3.86296131773431 0.247887658189101 0.362412180866919 0.951560777225085 0.198364407875064
0.906754661953927 5.91492581259437 2.90864566920236 0.235083773009178 0.650869006535765 0.831796406642769 0.203136144213666
0.865163440721468 6.32530139084383 3.38215469982347 0.282378351575716 0.454696680298213 0.901622043871173 0.202009040343073
0.861725493890038 5.67322933224125 1.54191713149561 0.189199028474257 0.860420108513479 0.93684739840195 0.173414710739844
0.867581780276433 5.67267167074492 1.60368487738146 0.209244643765767 0.973128404280002 0.959430392947399 0.171008372697727
0.677495775029607 5.77189927308664 2.15867836473365 0.364516210197552 1.15319507371351 0.383566755803739 0.212967702125932
0.876795399773489 5.28903584439806 2.86460524810846 0.208501428008232 0.427892721912727 0.481216498000905 0.168834835441989
0.674616472073932 5.33703424070419 3.4156703543522 0.49363734049858 0.432653337716675 0.388482752128753 0.206703990608648
0.901425490904019 5.39282298358606 3.8396256635449 0.193471374691708 0.570906161734007 0.760303146284214 0.190382623757516
0.773867414187605 5.17417533002397 2.42608283969 0.393182048465133 0.428812249877779 0.589128968167696 0.254142138651938
0.687192286497611 5.36105627522525 2.81289468557837 0.234909112026635 0.457516924090698 0.342159386035679 0.170057264012476
0.967697039347839 4.76395135237715 3.75362841022912 0.387999378266453 0.469859292487137 0.441910417463749 0.233851353727616
0.732757917749288 5.55594342415829 3.55609272260212 0.228241183559821 0.567582794655876 0.430570243988659 0.168063694193343
0.747260307484947 4.56435816579195 3.87032112078033 0.417859884232853 0.490454876673064 0.335459911956926 0.217613182693623
0.708088130855168 4.90161882941955 3.65349964215285 0.324476624485829 0.578210243534628 0.399460504355689 0.194135959934001
0.786268432462181 5.09663447472081 3.71762524249932 0.459338452992004 0.588631295052031 0.548323797023704 0.19367647318874
0.42052119704271 5.0670568542055 4.39394703920253 0.677560271518612 0.466530638490999 0.879767809086519 0.23163813306834
0.548012921866975 4.96950750638416 4.92602091596506 0.714728584924876 0.275896065553097 0.608905093354334 0.19824295349677
0.447959823057836 4.93309311356927 4.59614731322517 0.339644471184732 0.343630086060175 0.416411917644955 0.20235619255439
0.500738110340545 4.936078078188 3.08737517764869 0.442240700011921 0.565200021373657 0.391326701911441 0.206718431464729
0.783037660562994 4.99086429193324 3.53011351199793 0.854486565464242 0.675656557399062 0.348259891179371 0.195800183222575
0.779072933343314 5.04802427457419 3.76192989737951 0.797830986540386 0.663533955279618 0.242905536327779 0.200244598672349
0.780730636365707 5.4300900393252 2.96382697435276 0.214730131764261 0.468738281720165 0.592672601235664 0.186987370248493
0.867812177203885 6.1368824458482 2.56532412935318 0.271672731751501 0.287074912888178 0.32131558789859 0.209335478840026
0.827637988430128 6.3966922674305 2.64621491686329 0.327468279962882 0.335944569341948 0.291224611737583 0.213693544891601
0.85724229864647 6.30933495338621 2.38868612559192 0.200032807816853 0.468973624010794 0.589341635902286 0.189222811247947
0.850796416522869 6.31770700653116 2.20948409208485 0.205490509876158 0.332579949173728 0.535864685530371 0.181994752169031
